id_user,id_film,nama_user,tanggal_user,isi_user,rating_user
40388,10050,wanderational,13-Jul-19,"Good, but not that great!",7
40294,10031,weddypratama,12-Sep-19,"Good movie; but its story is similar to Scorsesesmovie ""After Hours""",6
40104,10009,widyakamara,2-Jan-23,Amazing Action Movie,10
40250,10027,winang,18-Jul-05,"""Gie"" is a satisfying multidimensional story about a unique and complex Indonesian political activist",8
40354,10042,wisnuhyudhanto,17-May-22,Don't believe the hype,5
40056,10005,witra_as,4-Jun-22,Strong emphasis on family relationships,9
40262,10029,witra_as,22-Jul-22,As good as part one,8
40199,10016,Xomed007,4-Jan-19,A moral story,8
40010,10003,Xstal,26-Aug-20,Poltergeist Ringu Thriller Diller...,6
40053,10004,XueHuaBingYu,29-Jan-22,Wow! One of the best films Ive seen.,8
40092,10009,yeanyprajaya,28-Aug-22,A BREATH OF FRESH AIR TO INDONESIAN FILM GENRE!,9
40058,10005,yehezkielginting,3-Jun-22,Full of laugh and tears,10
40191,10016,ykd-95042,8-Jan-19,Really Likes the Scenario,8
40213,10019,yohanesbenh,29-Apr-23,I cant believe Im the very first person reviewing this MASTERPIECE!,10
40162,10013,yonasirvanputra,19-Aug-22,Spectacular Movie,10
40073,10005,yoonbeeyond,29-Jan-24,Good family-drama,8
40057,10005,ytharumta,2-Jun-22,The Best Family Drama Movies,10
40029,10003,yuma310,3-Apr-19,Not horror...but maybe an extended advertisement!!,3
40156,10013,yusakmanullang,18-Aug-22,An absolute watch movie.,10
40115,10010,yuseric,28-Nov-19,ITS NOT A SEX EDUCATION MOVIE!!!!!,8
40194,10016,zafierfazamuhammad,19-Jan-19,What a beautiful movie!!,9
40002,10001,zeropyrozen,10-Feb-24,Truly Belly-Shake Movie,9
40221,10021,zulfaainitul,13-May-19,Unforgettable story~The power of belief~~,10
